engine,npmi_raw,npmi_corrected,delta_npmi,gain_pct
afrispeech_whisper,-0.5015839767037378,-0.2556980065274619,0.2458859701762759,49.02189495608813
whisper_large_v3,-0.3038788448102253,-0.1465828288288942,0.1572960159813311,51.76273987732305
